candidate_order,family,T_cov,T_mean,T_min,T_contradiction,eligible_count,tn,fp,fn,tp,sample_accuracy,sample_precision,sample_recall,sample_f1,weighted_accuracy,weighted_precision,weighted_recall,weighted_f1,rescued_by_coverage,rescued_by_nli,rescue_mechanism_overlap,weighted_confusion_proportions_json,metrics_by_stratum_json
42,combined,0.8,0.45,0.1,0.5,120,42,0,36,42,0.7,1.0,0.5384615384615384,0.7000000000000001,0.7749676375404531,1.0,0.5997678478924042,0.7498186048463988,9,4,1,"{""fn"":0.22503236245954694,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3372222222222222}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.43333333333333335,""completed_count"":30,""confusion_matrix"":{""fn"":17,""fp"":0,""tn"":2,""tp"":11},""development_population_count"":1014,""f1"":0.5641025641025641,""precision"":1.0,""recall"":0.39285714285714285,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
43,combined,0.8,0.45,0.2,0.5,120,42,0,36,42,0.7,1.0,0.5384615384615384,0.7000000000000001,0.7749676375404531,1.0,0.5997678478924042,0.7498186048463988,9,4,1,"{""fn"":0.22503236245954694,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3372222222222222}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.43333333333333335,""completed_count"":30,""confusion_matrix"":{""fn"":17,""fp"":0,""tn"":2,""tp"":11},""development_population_count"":1014,""f1"":0.5641025641025641,""precision"":1.0,""recall"":0.39285714285714285,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
44,combined,0.8,0.45,0.3,0.5,120,42,0,36,42,0.7,1.0,0.5384615384615384,0.7000000000000001,0.7749676375404531,1.0,0.5997678478924042,0.7498186048463988,9,4,1,"{""fn"":0.22503236245954694,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3372222222222222}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.43333333333333335,""completed_count"":30,""confusion_matrix"":{""fn"":17,""fp"":0,""tn"":2,""tp"":11},""development_population_count"":1014,""f1"":0.5641025641025641,""precision"":1.0,""recall"":0.39285714285714285,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
45,combined,0.8,0.55,0.1,0.5,120,42,0,36,42,0.7,1.0,0.5384615384615384,0.7000000000000001,0.7749676375404531,1.0,0.5997678478924042,0.7498186048463988,9,4,1,"{""fn"":0.22503236245954694,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3372222222222222}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.43333333333333335,""completed_count"":30,""confusion_matrix"":{""fn"":17,""fp"":0,""tn"":2,""tp"":11},""development_population_count"":1014,""f1"":0.5641025641025641,""precision"":1.0,""recall"":0.39285714285714285,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
46,combined,0.8,0.55,0.2,0.5,120,42,0,36,42,0.7,1.0,0.5384615384615384,0.7000000000000001,0.7749676375404531,1.0,0.5997678478924042,0.7498186048463988,9,4,1,"{""fn"":0.22503236245954694,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3372222222222222}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.43333333333333335,""completed_count"":30,""confusion_matrix"":{""fn"":17,""fp"":0,""tn"":2,""tp"":11},""development_population_count"":1014,""f1"":0.5641025641025641,""precision"":1.0,""recall"":0.39285714285714285,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
47,combined,0.8,0.55,0.3,0.5,120,42,0,36,42,0.7,1.0,0.5384615384615384,0.7000000000000001,0.7749676375404531,1.0,0.5997678478924042,0.7498186048463988,9,4,1,"{""fn"":0.22503236245954694,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3372222222222222}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.43333333333333335,""completed_count"":30,""confusion_matrix"":{""fn"":17,""fp"":0,""tn"":2,""tp"":11},""development_population_count"":1014,""f1"":0.5641025641025641,""precision"":1.0,""recall"":0.39285714285714285,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
48,combined,0.8,0.65,0.1,0.5,120,42,0,36,42,0.7,1.0,0.5384615384615384,0.7000000000000001,0.7749676375404531,1.0,0.5997678478924042,0.7498186048463988,9,4,1,"{""fn"":0.22503236245954694,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3372222222222222}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.43333333333333335,""completed_count"":30,""confusion_matrix"":{""fn"":17,""fp"":0,""tn"":2,""tp"":11},""development_population_count"":1014,""f1"":0.5641025641025641,""precision"":1.0,""recall"":0.39285714285714285,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
49,combined,0.8,0.65,0.2,0.5,120,42,0,36,42,0.7,1.0,0.5384615384615384,0.7000000000000001,0.7749676375404531,1.0,0.5997678478924042,0.7498186048463988,9,4,1,"{""fn"":0.22503236245954694,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3372222222222222}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.43333333333333335,""completed_count"":30,""confusion_matrix"":{""fn"":17,""fp"":0,""tn"":2,""tp"":11},""development_population_count"":1014,""f1"":0.5641025641025641,""precision"":1.0,""recall"":0.39285714285714285,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
50,combined,0.8,0.65,0.3,0.5,120,42,0,36,42,0.7,1.0,0.5384615384615384,0.7000000000000001,0.7749676375404531,1.0,0.5997678478924042,0.7498186048463988,9,4,1,"{""fn"":0.22503236245954694,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3372222222222222}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.43333333333333335,""completed_count"":30,""confusion_matrix"":{""fn"":17,""fp"":0,""tn"":2,""tp"":11},""development_population_count"":1014,""f1"":0.5641025641025641,""precision"":1.0,""recall"":0.39285714285714285,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
51,combined,0.9,0.45,0.1,0.5,120,42,0,39,39,0.675,1.0,0.5,0.6666666666666666,0.7585598705501617,1.0,0.570585752383876,0.7265897471918691,6,4,1,"{""fn"":0.24144012944983817,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3208144552319309}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.3333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":20,""fp"":0,""tn"":2,""tp"":8},""development_population_count"":1014,""f1"":0.4444444444444445,""precision"":1.0,""recall"":0.2857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
52,combined,0.9,0.45,0.2,0.5,120,42,0,39,39,0.675,1.0,0.5,0.6666666666666666,0.7585598705501617,1.0,0.570585752383876,0.7265897471918691,6,4,1,"{""fn"":0.24144012944983817,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3208144552319309}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.3333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":20,""fp"":0,""tn"":2,""tp"":8},""development_population_count"":1014,""f1"":0.4444444444444445,""precision"":1.0,""recall"":0.2857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
53,combined,0.9,0.45,0.3,0.5,120,42,0,39,39,0.675,1.0,0.5,0.6666666666666666,0.7585598705501617,1.0,0.570585752383876,0.7265897471918691,6,4,1,"{""fn"":0.24144012944983817,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3208144552319309}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.3333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":20,""fp"":0,""tn"":2,""tp"":8},""development_population_count"":1014,""f1"":0.4444444444444445,""precision"":1.0,""recall"":0.2857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
54,combined,0.9,0.55,0.1,0.5,120,42,0,39,39,0.675,1.0,0.5,0.6666666666666666,0.7585598705501617,1.0,0.570585752383876,0.7265897471918691,6,4,1,"{""fn"":0.24144012944983817,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3208144552319309}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.3333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":20,""fp"":0,""tn"":2,""tp"":8},""development_population_count"":1014,""f1"":0.4444444444444445,""precision"":1.0,""recall"":0.2857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
55,combined,0.9,0.55,0.2,0.5,120,42,0,39,39,0.675,1.0,0.5,0.6666666666666666,0.7585598705501617,1.0,0.570585752383876,0.7265897471918691,6,4,1,"{""fn"":0.24144012944983817,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3208144552319309}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.3333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":20,""fp"":0,""tn"":2,""tp"":8},""development_population_count"":1014,""f1"":0.4444444444444445,""precision"":1.0,""recall"":0.2857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
56,combined,0.9,0.55,0.3,0.5,120,42,0,39,39,0.675,1.0,0.5,0.6666666666666666,0.7585598705501617,1.0,0.570585752383876,0.7265897471918691,6,4,1,"{""fn"":0.24144012944983817,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3208144552319309}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.3333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":20,""fp"":0,""tn"":2,""tp"":8},""development_population_count"":1014,""f1"":0.4444444444444445,""precision"":1.0,""recall"":0.2857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
57,combined,0.9,0.65,0.1,0.5,120,42,0,39,39,0.675,1.0,0.5,0.6666666666666666,0.7585598705501617,1.0,0.570585752383876,0.7265897471918691,6,4,1,"{""fn"":0.24144012944983817,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3208144552319309}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.3333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":20,""fp"":0,""tn"":2,""tp"":8},""development_population_count"":1014,""f1"":0.4444444444444445,""precision"":1.0,""recall"":0.2857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
58,combined,0.9,0.65,0.2,0.5,120,42,0,39,39,0.675,1.0,0.5,0.6666666666666666,0.7585598705501617,1.0,0.570585752383876,0.7265897471918691,6,4,1,"{""fn"":0.24144012944983817,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3208144552319309}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.3333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":20,""fp"":0,""tn"":2,""tp"":8},""development_population_count"":1014,""f1"":0.4444444444444445,""precision"":1.0,""recall"":0.2857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
59,combined,0.9,0.65,0.3,0.5,120,42,0,39,39,0.675,1.0,0.5,0.6666666666666666,0.7585598705501617,1.0,0.570585752383876,0.7265897471918691,6,4,1,"{""fn"":0.24144012944983817,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3208144552319309}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.3333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":20,""fp"":0,""tn"":2,""tp"":8},""development_population_count"":1014,""f1"":0.4444444444444445,""precision"":1.0,""recall"":0.2857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
