candidate_order,family,T_cov,T_mean,T_min,T_contradiction,historically_evaluated_in_phase03_6b,new_phase03_6c_candidate,eligible_count,tn,fp,fn,tp,sample_accuracy,sample_precision,sample_recall,sample_f1,weighted_accuracy,weighted_precision,weighted_recall,weighted_f1,rescued_by_coverage,rescued_by_nli,rescue_mechanism_overlap,weighted_confusion_proportions_json,metrics_by_stratum_json
61,combined,0.45,0.4,0.05,0.5,False,True,120,42,0,24,54,0.8,1.0,0.6923076923076923,0.8181818181818181,0.8405987055016181,1.0,0.7164962299265172,0.8348357746840961,23,4,3,"{""fn"":0.15940129449838186,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.4028532901833872}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":2,""tp"":23},""development_population_count"":1014,""f1"":0.9019607843137255,""precision"":1.0,""recall"":0.8214285714285714,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
62,combined,0.45,0.4,0.1,0.5,False,True,120,42,0,24,54,0.8,1.0,0.6923076923076923,0.8181818181818181,0.8405987055016181,1.0,0.7164962299265172,0.8348357746840961,23,4,3,"{""fn"":0.15940129449838186,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.4028532901833872}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":2,""tp"":23},""development_population_count"":1014,""f1"":0.9019607843137255,""precision"":1.0,""recall"":0.8214285714285714,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
63,combined,0.45,0.45,0.0,0.5,False,True,120,41,1,24,54,0.7916666666666666,0.9818181818181818,0.6923076923076923,0.81203007518797,0.8260733549083064,0.9651986250032306,0.7164962299265172,0.8224573844866317,23,8,6,"{""fn"":0.15940129449838186,""fp"":0.014525350593311758,""tn"":0.4232200647249191,""tp"":0.4028532901833872}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":2,""tp"":23},""development_population_count"":1014,""f1"":0.9019607843137255,""precision"":1.0,""recall"":0.8214285714285714,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":1,""tn"":24,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":0.0,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
64,combined,0.45,0.45,0.05,0.5,False,True,120,42,0,24,54,0.8,1.0,0.6923076923076923,0.8181818181818181,0.8405987055016181,1.0,0.7164962299265172,0.8348357746840961,23,4,3,"{""fn"":0.15940129449838186,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.4028532901833872}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":2,""tp"":23},""development_population_count"":1014,""f1"":0.9019607843137255,""precision"":1.0,""recall"":0.8214285714285714,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
65,combined,0.45,0.45,0.1,0.5,False,True,120,42,0,24,54,0.8,1.0,0.6923076923076923,0.8181818181818181,0.8405987055016181,1.0,0.7164962299265172,0.8348357746840961,23,4,3,"{""fn"":0.15940129449838186,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.4028532901833872}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":2,""tp"":23},""development_population_count"":1014,""f1"":0.9019607843137255,""precision"":1.0,""recall"":0.8214285714285714,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
66,combined,0.5,0.3,0.0,0.5,False,True,120,37,5,24,54,0.7583333333333333,0.9152542372881356,0.6923076923076923,0.7883211678832116,0.797588996763754,0.8877832157263923,0.732602981523762,0.8027624919190804,22,13,6,"{""fn"":0.15034519956850054,""fp"":0.052065803667745415,""tn"":0.3856796116504855,""tp"":0.4119093851132686}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.4666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":2,""tn"":13,""tp"":1},""development_population_count"":787,""f1"":0.1111111111111111,""precision"":0.3333333333333333,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":4,""fp"":3,""tn"":22,""tp"":1},""development_population_count"":2693,""f1"":0.22222222222222224,""precision"":0.25,""recall"":0.2,""sampling_stratum"":""wrong_document_retrieval""}]"
67,combined,0.5,0.3,0.05,0.5,False,True,120,41,1,25,53,0.7833333333333333,0.9814814814814815,0.6794871794871795,0.803030303030303,0.8308845738942826,0.9894308506352234,0.7067688647570077,0.8245478556719491,22,5,3,"{""fn"":0.1648705501618123,""fp"":0.004244875943905071,""tn"":0.4335005393743258,""tp"":0.3973840345199568}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":1,""tn"":14,""tp"":1},""development_population_count"":787,""f1"":0.11764705882352941,""precision"":0.5,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
68,combined,0.5,0.3,0.1,0.5,False,True,120,41,1,25,53,0.7833333333333333,0.9814814814814815,0.6794871794871795,0.803030303030303,0.8308845738942826,0.9894308506352234,0.7067688647570077,0.8245478556719491,22,5,3,"{""fn"":0.1648705501618123,""fp"":0.004244875943905071,""tn"":0.4335005393743258,""tp"":0.3973840345199568}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":1,""tn"":14,""tp"":1},""development_population_count"":787,""f1"":0.11764705882352941,""precision"":0.5,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
69,combined,0.5,0.35,0.0,0.5,False,True,120,38,4,24,54,0.7666666666666667,0.9310344827586207,0.6923076923076923,0.7941176470588235,0.8018338727076592,0.8959804772743272,0.732602981523762,0.8060968143722689,22,12,6,"{""fn"":0.15034519956850054,""fp"":0.04782092772384035,""tn"":0.3899244875943906,""tp"":0.4119093851132686}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":1,""tn"":14,""tp"":1},""development_population_count"":787,""f1"":0.11764705882352941,""precision"":0.5,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7666666666666667,""completed_count"":30,""confusion_matrix"":{""fn"":4,""fp"":3,""tn"":22,""tp"":1},""development_population_count"":2693,""f1"":0.22222222222222224,""precision"":0.25,""recall"":0.2,""sampling_stratum"":""wrong_document_retrieval""}]"
70,combined,0.5,0.35,0.05,0.5,False,True,120,42,0,25,53,0.7916666666666666,1.0,0.6794871794871795,0.8091603053435115,0.8351294498381876,1.0,0.7067688647570077,0.8281951696577619,22,4,3,"{""fn"":0.1648705501618123,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3973840345199568}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
71,combined,0.5,0.35,0.1,0.5,False,True,120,42,0,25,53,0.7916666666666666,1.0,0.6794871794871795,0.8091603053435115,0.8351294498381876,1.0,0.7067688647570077,0.8281951696577619,22,4,3,"{""fn"":0.1648705501618123,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3973840345199568}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
72,combined,0.5,0.4,0.0,0.5,False,True,120,39,3,25,53,0.7666666666666667,0.9464285714285714,0.6794871794871795,0.791044776119403,0.7915533980582524,0.9011791471976905,0.7067688647570077,0.7922213380932923,22,10,6,"{""fn"":0.1648705501618123,""fp"":0.043576051779935274,""tn"":0.3941693635382956,""tp"":0.3973840345199568}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.7333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":3,""tn"":22,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":0.0,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
73,combined,0.5,0.4,0.05,0.5,False,True,120,42,0,25,53,0.7916666666666666,1.0,0.6794871794871795,0.8091603053435115,0.8351294498381876,1.0,0.7067688647570077,0.8281951696577619,22,4,3,"{""fn"":0.1648705501618123,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3973840345199568}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
74,combined,0.5,0.4,0.1,0.5,False,True,120,42,0,25,53,0.7916666666666666,1.0,0.6794871794871795,0.8091603053435115,0.8351294498381876,1.0,0.7067688647570077,0.8281951696577619,22,4,3,"{""fn"":0.1648705501618123,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3973840345199568}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
75,combined,0.5,0.45,0.0,0.5,False,True,120,41,1,25,53,0.7833333333333333,0.9814814814814815,0.6794871794871795,0.803030303030303,0.8206040992448759,0.9647365388644458,0.7067688647570077,0.8158462986545596,22,8,6,"{""fn"":0.1648705501618123,""fp"":0.014525350593311758,""tn"":0.4232200647249191,""tp"":0.3973840345199568}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":1,""tn"":24,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":0.0,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
76,combined,0.5,0.45,0.05,0.5,False,True,120,42,0,25,53,0.7916666666666666,1.0,0.6794871794871795,0.8091603053435115,0.8351294498381876,1.0,0.7067688647570077,0.8281951696577619,22,4,3,"{""fn"":0.1648705501618123,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3973840345199568}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
77,combined,0.5,0.45,0.1,0.5,True,False,120,42,0,25,53,0.7916666666666666,1.0,0.6794871794871795,0.8091603053435115,0.8351294498381876,1.0,0.7067688647570077,0.8281951696577619,22,4,3,"{""fn"":0.1648705501618123,""fp"":0.0,""tn"":0.43774541531823086,""tp"":0.3973840345199568}","[{""accuracy"":1.0,""completed_count"":30,""confusion_matrix"":{""fn"":0,""fp"":0,""tn"":0,""tp"":30},""development_population_count"":1686,""f1"":1.0,""precision"":1.0,""recall"":1.0,""sampling_stratum"":""automatic_positive""},{""accuracy"":0.8,""completed_count"":30,""confusion_matrix"":{""fn"":6,""fp"":0,""tn"":2,""tp"":22},""development_population_count"":1014,""f1"":0.88,""precision"":1.0,""recall"":0.7857142857142857,""sampling_stratum"":""partial_overlap""},{""accuracy"":0.5333333333333333,""completed_count"":30,""confusion_matrix"":{""fn"":14,""fp"":0,""tn"":15,""tp"":1},""development_population_count"":787,""f1"":0.125,""precision"":1.0,""recall"":0.06666666666666667,""sampling_stratum"":""correct_document_insufficient""},{""accuracy"":0.8333333333333334,""completed_count"":30,""confusion_matrix"":{""fn"":5,""fp"":0,""tn"":25,""tp"":0},""development_population_count"":2693,""f1"":0.0,""precision"":null,""recall"":0.0,""sampling_stratum"":""wrong_document_retrieval""}]"
